,filenames,class label,objsDet
0,im_in_0.png,"['person', 'bicycle', 'car']",2
1,im_in_1.png,['person'],0
2,im_in_10.png,"['person', 'bicycle']",1
3,im_in_100.png,[''],0
4,im_in_1000.png,[''],0
5,im_in_1001.png,[''],0
6,im_in_1002.png,[''],0
7,im_in_1003.png,['person'],0
8,im_in_1004.png,[''],0
9,im_in_1005.png,[''],0
10,im_in_1006.png,[''],0
11,im_in_1007.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant']",12
12,im_in_1008.png,"['person', 'bicycle']",1
13,im_in_1009.png,"['person', 'bicycle']",1
14,im_in_101.png,['person'],0
15,im_in_1010.png,"['person', 'bicycle']",1
16,im_in_1011.png,[''],0
17,im_in_1012.png,['person'],0
18,im_in_1013.png,[''],0
19,im_in_1014.png,['person'],0
20,im_in_1015.png,"['person', 'bicycle']",1
21,im_in_1016.png,[''],0
22,im_in_1017.png,"['person', 'bicycle']",1
23,im_in_1018.png,[''],0
24,im_in_1019.png,['person'],0
25,im_in_102.png,['person'],0
26,im_in_1020.png,[''],0
27,im_in_1021.png,[''],0
28,im_in_1022.png,"['person', 'bicycle', 'car']",2
29,im_in_1023.png,['person'],0
30,im_in_1024.png,[''],0
31,im_in_1025.png,[''],0
32,im_in_1026.png,['person'],0
33,im_in_1027.png,[''],0
34,im_in_1028.png,['person'],0
35,im_in_1029.png,[''],0
36,im_in_103.png,"['person', 'bicycle']",1
37,im_in_1030.png,['person'],0
38,im_in_1031.png,[''],0
39,im_in_1032.png,['person'],0
40,im_in_1033.png,['person'],0
41,im_in_1034.png,['person'],0
42,im_in_1035.png,['person'],0
43,im_in_1036.png,['person'],0
44,im_in_1037.png,['person'],0
45,im_in_1038.png,"['person', 'bicycle']",1
46,im_in_1039.png,"['person', 'bicycle']",1
47,im_in_104.png,['person'],0
48,im_in_1040.png,[''],0
49,im_in_1041.png,['person'],0
50,im_in_1042.png,['person'],0
51,im_in_1043.png,['person'],0
52,im_in_1044.png,"['person', 'bicycle']",1
53,im_in_1045.png,[''],0
54,im_in_1046.png,[''],0
55,im_in_1047.png,[''],0
56,im_in_1048.png,[''],0
57,im_in_1049.png,['person'],0
58,im_in_105.png,['person'],0
59,im_in_1050.png,[''],0
60,im_in_1051.png,[''],0
61,im_in_1052.png,['person'],0
62,im_in_1053.png,['person'],0
63,im_in_1054.png,[''],0
64,im_in_1055.png,['person'],0
65,im_in_1056.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light']",10
66,im_in_1057.png,[''],0
67,im_in_1058.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus']",5
68,im_in_1059.png,['person'],0
69,im_in_106.png,['person'],0
70,im_in_1060.png,[''],0
71,im_in_1061.png,['person'],0
72,im_in_1062.png,[''],0
73,im_in_1063.png,['person'],0
74,im_in_1064.png,[''],0
75,im_in_1065.png,[''],0
76,im_in_1066.png,['person'],0
77,im_in_1067.png,[''],0
78,im_in_1068.png,['person'],0
79,im_in_1069.png,"['person', 'bicycle']",1
80,im_in_107.png,"['person', 'bicycle']",1
81,im_in_1070.png,[''],0
82,im_in_1071.png,[''],0
83,im_in_1072.png,['person'],0
84,im_in_1073.png,[''],0
85,im_in_1074.png,"['person', 'bicycle']",1
86,im_in_1075.png,[''],0
87,im_in_1076.png,[''],0
88,im_in_1077.png,"['person', 'bicycle']",1
89,im_in_1078.png,['person'],0
90,im_in_1079.png,[''],0
91,im_in_108.png,['person'],0
92,im_in_1080.png,[''],0
93,im_in_1081.png,[''],0
94,im_in_1082.png,['person'],0
95,im_in_1083.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane']",4
96,im_in_1084.png,"['person', 'bicycle']",1
97,im_in_1085.png,"['person', 'bicycle']",1
98,im_in_1086.png,[''],0
99,im_in_1087.png,['person'],0
100,im_in_1088.png,['person'],0
101,im_in_1089.png,"['person', 'bicycle']",1
102,im_in_109.png,['person'],0
103,im_in_1090.png,['person'],0
104,im_in_1091.png,['person'],0
105,im_in_1092.png,['person'],0
106,im_in_1093.png,['person'],0
107,im_in_1094.png,"['person', 'bicycle', 'car']",2
108,im_in_1095.png,['person'],0
109,im_in_1096.png,['person'],0
110,im_in_1097.png,['person'],0
111,im_in_1098.png,[''],0
112,im_in_1099.png,['person'],0
113,im_in_11.png,['person'],0
114,im_in_110.png,"['person', 'bicycle']",1
115,im_in_1100.png,[''],0
116,im_in_1101.png,"['person', 'bicycle']",1
117,im_in_1102.png,['person'],0
118,im_in_1103.png,[''],0
119,im_in_1104.png,[''],0
120,im_in_1105.png,['person'],0
121,im_in_1106.png,"['person', 'bicycle']",1
122,im_in_1107.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign']",14
123,im_in_1108.png,['person'],0
124,im_in_1109.png,[''],0
125,im_in_111.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign', 'parking', 'meter', 'bench', 'bird', 'cat', 'dog', 'horse']",21
126,im_in_1110.png,['person'],0
127,im_in_1111.png,[''],0
128,im_in_1112.png,"['person', 'bicycle']",1
129,im_in_1113.png,['person'],0
130,im_in_1114.png,"['person', 'bicycle']",1
131,im_in_1115.png,"['person', 'bicycle']",1
132,im_in_1116.png,"['person', 'bicycle']",1
133,im_in_1117.png,[''],0
134,im_in_1118.png,['person'],0
135,im_in_1119.png,['person'],0
136,im_in_112.png,"['person', 'bicycle']",1
137,im_in_1120.png,['person'],0
138,im_in_1121.png,"['person', 'bicycle']",1
139,im_in_1122.png,['person'],0
140,im_in_1123.png,['person'],0
141,im_in_1124.png,['person'],0
142,im_in_1125.png,['person'],0
143,im_in_1126.png,['person'],0
144,im_in_1127.png,[''],0
145,im_in_1128.png,['person'],0
146,im_in_1129.png,"['person', 'bicycle']",1
147,im_in_113.png,['person'],0
148,im_in_1130.png,['person'],0
149,im_in_1131.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck']",7
150,im_in_1132.png,"['person', 'bicycle']",1
151,im_in_1133.png,"['person', 'bicycle']",1
152,im_in_1134.png,['person'],0
153,im_in_1135.png,['person'],0
154,im_in_1136.png,"['person', 'bicycle']",1
155,im_in_1137.png,[''],0
156,im_in_1138.png,['person'],0
157,im_in_1139.png,"['person', 'bicycle']",1
158,im_in_114.png,"['person', 'bicycle']",1
159,im_in_1140.png,['person'],0
160,im_in_1141.png,"['person', 'bicycle']",1
161,im_in_1142.png,['person'],0
162,im_in_1143.png,[''],0
163,im_in_1144.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck']",7
164,im_in_1145.png,[''],0
165,im_in_1146.png,[''],0
166,im_in_1147.png,[''],0
167,im_in_1148.png,[''],0
168,im_in_1149.png,['person'],0
169,im_in_115.png,['person'],0
170,im_in_1150.png,['person'],0
171,im_in_1151.png,['person'],0
172,im_in_1152.png,['person'],0
173,im_in_1153.png,[''],0
174,im_in_1154.png,['person'],0
175,im_in_1155.png,['person'],0
176,im_in_1156.png,['person'],0
177,im_in_1157.png,['person'],0
178,im_in_1158.png,[''],0
179,im_in_1159.png,['person'],0
180,im_in_116.png,['person'],0
181,im_in_1160.png,"['person', 'bicycle']",1
182,im_in_1161.png,['person'],0
183,im_in_1162.png,['person'],0
184,im_in_1163.png,[''],0
185,im_in_1164.png,"['person', 'bicycle']",1
186,im_in_1165.png,"['person', 'bicycle']",1
187,im_in_1166.png,"['person', 'bicycle', 'car', 'motorbike']",3
188,im_in_1167.png,['person'],0
189,im_in_1168.png,['person'],0
190,im_in_1169.png,"['person', 'bicycle']",1
191,im_in_117.png,['person'],0
192,im_in_1170.png,[''],0
193,im_in_1171.png,"['person', 'bicycle']",1
194,im_in_1172.png,"['person', 'bicycle', 'car', 'motorbike']",3
195,im_in_1173.png,[''],0
196,im_in_1174.png,[''],0
197,im_in_1175.png,[''],0
198,im_in_1176.png,[''],0
199,im_in_1177.png,[''],0
200,im_in_1178.png,"['person', 'bicycle']",1
201,im_in_1179.png,['person'],0
202,im_in_118.png,['person'],0
203,im_in_1180.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign', 'parking', 'meter', 'bench']",17
204,im_in_1181.png,[''],0
205,im_in_1182.png,[''],0
206,im_in_1183.png,[''],0
207,im_in_1184.png,[''],0
208,im_in_1185.png,[''],0
209,im_in_1186.png,[''],0
210,im_in_1187.png,[''],0
211,im_in_1188.png,"['person', 'bicycle', 'car']",2
212,im_in_1189.png,"['person', 'bicycle']",1
213,im_in_119.png,"['person', 'bicycle']",1
214,im_in_1190.png,[''],0
215,im_in_1191.png,[''],0
216,im_in_1192.png,['person'],0
217,im_in_1193.png,[''],0
218,im_in_1194.png,[''],0
219,im_in_1195.png,['person'],0
220,im_in_1196.png,['person'],0
221,im_in_1197.png,[''],0
222,im_in_1198.png,[''],0
223,im_in_1199.png,[''],0
224,im_in_12.png,"['person', 'bicycle', 'car']",2
225,im_in_120.png,['person'],0
226,im_in_1200.png,['person'],0
227,im_in_1201.png,"['person', 'bicycle', 'car']",2
228,im_in_1202.png,[''],0
229,im_in_1203.png,[''],0
230,im_in_1204.png,['person'],0
231,im_in_1205.png,"['person', 'bicycle']",1
232,im_in_1206.png,"['person', 'bicycle']",1
233,im_in_1207.png,['person'],0
234,im_in_1208.png,[''],0
235,im_in_1209.png,[''],0
236,im_in_121.png,['person'],0
237,im_in_1210.png,['person'],0
238,im_in_1211.png,['person'],0
239,im_in_1212.png,[''],0
240,im_in_1213.png,"['person', 'bicycle']",1
241,im_in_1214.png,[''],0
242,im_in_1215.png,[''],0
243,im_in_1216.png,[''],0
244,im_in_1217.png,[''],0
245,im_in_1218.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant', 'stop', 'sign', 'parking', 'meter', 'bench', 'bird']",18
246,im_in_1219.png,"['person', 'bicycle']",1
247,im_in_122.png,"['person', 'bicycle']",1
248,im_in_1220.png,[''],0
249,im_in_1221.png,['person'],0
250,im_in_1222.png,['person'],0
251,im_in_1223.png,[''],0
252,im_in_1224.png,"['person', 'bicycle']",1
253,im_in_1225.png,['person'],0
254,im_in_1226.png,['person'],0
255,im_in_1227.png,['person'],0
256,im_in_1228.png,[''],0
257,im_in_1229.png,"['person', 'bicycle', 'car', 'motorbike']",3
258,im_in_123.png,"['person', 'bicycle']",1
259,im_in_1230.png,[''],0
260,im_in_1231.png,[''],0
261,im_in_1232.png,[''],0
262,im_in_1233.png,[''],0
263,im_in_1234.png,"['person', 'bicycle']",1
264,im_in_1235.png,['person'],0
265,im_in_1236.png,"['person', 'bicycle']",1
266,im_in_1237.png,['person'],0
267,im_in_1238.png,['person'],0
268,im_in_1239.png,"['person', 'bicycle', 'car', 'motorbike']",3
269,im_in_124.png,"['person', 'bicycle', 'car', 'motorbike']",3
270,im_in_1240.png,['person'],0
271,im_in_1241.png,['person'],0
272,im_in_1242.png,[''],0
273,im_in_1243.png,['person'],0
274,im_in_1244.png,[''],0
275,im_in_1245.png,['person'],0
276,im_in_1246.png,[''],0
277,im_in_1247.png,['person'],0
278,im_in_1248.png,['person'],0
279,im_in_1249.png,[''],0
280,im_in_125.png,[''],0
281,im_in_1250.png,"['person', 'bicycle']",1
282,im_in_1251.png,"['person', 'bicycle']",1
283,im_in_1252.png,['person'],0
284,im_in_1253.png,[''],0
285,im_in_1254.png,['person'],0
286,im_in_1255.png,['person'],0
287,im_in_1256.png,"['person', 'bicycle']",1
288,im_in_1257.png,['person'],0
289,im_in_1258.png,['person'],0
290,im_in_1259.png,['person'],0
291,im_in_126.png,['person'],0
292,im_in_1260.png,['person'],0
293,im_in_1261.png,[''],0
294,im_in_1262.png,['person'],0
295,im_in_1263.png,[''],0
296,im_in_1264.png,[''],0
297,im_in_1265.png,[''],0
298,im_in_1266.png,['person'],0
299,im_in_1267.png,['person'],0
300,im_in_1268.png,['person'],0
301,im_in_1269.png,[''],0
302,im_in_127.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane']",4
303,im_in_1270.png,[''],0
304,im_in_1271.png,['person'],0
305,im_in_1272.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat']",8
306,im_in_1273.png,['person'],0
307,im_in_1274.png,[''],0
308,im_in_1275.png,['person'],0
309,im_in_1276.png,[''],0
310,im_in_1277.png,['person'],0
311,im_in_1278.png,['person'],0
312,im_in_1279.png,"['person', 'bicycle', 'car']",2
313,im_in_128.png,['person'],0
314,im_in_1280.png,['person'],0
315,im_in_1281.png,['person'],0
316,im_in_1282.png,[''],0
317,im_in_1283.png,"['person', 'bicycle']",1
318,im_in_1284.png,"['person', 'bicycle']",1
319,im_in_1285.png,[''],0
320,im_in_1286.png,"['person', 'bicycle']",1
321,im_in_1287.png,[''],0
322,im_in_1288.png,['person'],0
323,im_in_1289.png,['person'],0
324,im_in_129.png,['person'],0
325,im_in_1290.png,"['person', 'bicycle']",1
326,im_in_1291.png,['person'],0
327,im_in_1292.png,"['person', 'bicycle', 'car', 'motorbike']",3
328,im_in_1293.png,['person'],0
329,im_in_1294.png,[''],0
330,im_in_1295.png,['person'],0
331,im_in_1296.png,['person'],0
332,im_in_1297.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck', 'boat', 'traffic', 'light', 'fire', 'hydrant']",12
333,im_in_1298.png,"['person', 'bicycle']",1
334,im_in_1299.png,['person'],0
335,im_in_13.png,"['person', 'bicycle']",1
336,im_in_130.png,['person'],0
337,im_in_1300.png,['person'],0
338,im_in_1301.png,['person'],0
339,im_in_1302.png,"['person', 'bicycle', 'car']",2
340,im_in_1303.png,['person'],0
341,im_in_1304.png,[''],0
342,im_in_1305.png,"['person', 'bicycle']",1
343,im_in_1306.png,"['person', 'bicycle', 'car', 'motorbike', 'aeroplane', 'bus', 'train', 'truck']",7
344,im_in_1307.png,"['person', 'bicycle']",1
345,im_in_1308.png,['person'],0
346,im_in_1309.png,[''],0
347,im_in_131.png,"['person', 'bicycle']",1
348,im_in_1310.png,['person'],0
349,im_in_1311.png,[''],0
